Date,Title,Event
"September 14, 2021",Politics and elections,Governor
"September 15, 2021",Armed conflicts and attacks,gunfight
"September 15, 2021",Business and economy,China Evergrande Group
"September 15, 2021",Disasters and accidents,earthquake
"September 15, 2021",Health and environment,COVID-19 pandemic
"September 15, 2021",Health and environment,COVID-19 pandemic in Australia
"September 15, 2021",Health and environment,COVID-19 pandemic in New South Wales
"September 15, 2021",Health and environment,COVID-19 vaccine
"September 15, 2021",Health and environment,COVID-19 pandemic in North America
"September 15, 2021",Health and environment,COVID-19 pandemic in Canada
"September 15, 2021",Health and environment,COVID-19 pandemic in Alberta
"September 15, 2021",Health and environment,Alberta premier
"September 15, 2021",Health and environment,COVID-19 pandemic in the United States
"September 15, 2021",Health and environment,(CNN)
"September 15, 2021",Health and environment,COVID-19 pandemic in Chile
"September 15, 2021",Health and environment,Chilean
"September 15, 2021",Health and environment,COVID-19 pandemic in Mongolia
"September 15, 2021",Health and environment,Mongolia
"September 15, 2021",Health and environment,COVID-19 pandemic in Slovenia
"September 15, 2021",Health and environment,Slovenia
"September 15, 2021",International relations,U.S. president
"September 15, 2021",Law and crime,Philippine drug war
"September 15, 2021",Law and crime,International Criminal Court
"September 15, 2021",Politics and elections,2021 Russian legislative election
"September 15, 2021",Politics and elections,Russian opposition
"September 15, 2021",Politics and elections,2021 Argentine legislative election
"September 15, 2021",Politics and elections,Cristina Fernández de Kirchner
"September 15, 2021",Politics and elections,USA Gymnastics sex abuse scandal
"September 15, 2021",Politics and elections,Simone Biles
"September 15, 2021",Science and technology,Russia
"September 16, 2021",Armed conflicts and attacks,War crimes in the Tigray War
"September 16, 2021",Armed conflicts and attacks,Human Rights Watch
"September 16, 2021",Armed conflicts and attacks,Insurgency in Northern Chad
"September 16, 2021",Armed conflicts and attacks,Libyan National Army
"September 16, 2021",Arts and culture,Vincent van Gogh
"September 16, 2021",Disasters and accidents,drown
"September 16, 2021",Health and environment,COVID-19 pandemic
"September 16, 2021",Health and environment,COVID-19 pandemic in Asia
"September 16, 2021",Health and environment,COVID-19 pandemic in mainland China
"September 16, 2021",Health and environment,COVID-19
"September 16, 2021",Health and environment,COVID-19 pandemic in Hong Kong
"September 16, 2021",Health and environment,Hong Kong government
"September 16, 2021",Health and environment,COVID-19 pandemic in Iran
"September 16, 2021",Health and environment,Iranian
"September 16, 2021",Health and environment,COVID-19 pandemic in Singapore
"September 16, 2021",Health and environment,Singapore
"September 16, 2021",Health and environment,COVID-19 pandemic in Australia
"September 16, 2021",Health and environment,COVID-19 pandemic in Victoria
"September 16, 2021",Health and environment,Victoria
"September 16, 2021",Health and environment,COVID-19 pandemic in the United States
"September 16, 2021",Health and environment,COVID-19 pandemic in South Carolina
"September 16, 2021",Health and environment,South Carolina
"September 16, 2021",Health and environment,COVID-19 pandemic in Europe
"September 16, 2021",Health and environment,COVID-19 pandemic in France
"September 16, 2021",Health and environment,France
"September 16, 2021",Health and environment,COVID-19 pandemic in Italy
"September 16, 2021",Health and environment,Italian
"September 16, 2021",International relations,AUKUS
"September 16, 2021",International relations,China
"September 16, 2021",International relations,French embassy
"September 16, 2021",International relations,Indonesia
"September 16, 2021",International relations,2021 Guinean coup d'état
"September 16, 2021",International relations,Accra
"September 16, 2021",International relations,Nagorno-Karabakh conflict
"September 16, 2021",International relations,Armenian government
"September 16, 2021",Law and crime,Philippine drug war
"September 16, 2021",Law and crime,President
"September 16, 2021",Law and crime,district court
"September 16, 2021",Politics and elections,2021 Argentine legislative election
"September 16, 2021",Politics and elections,Luana Volnovich
"September 16, 2021",Politics and elections,Norfolk Island
"September 16, 2021",Politics and elections,Sigrid Kaag
"September 16, 2021",Politics and elections,Somalian President
"September 16, 2021",Science and technology,Nature
"September 17, 2021",Armed conflicts and attacks,Afghanistan conflict
"September 17, 2021",Armed conflicts and attacks,War in Afghanistan
"September 17, 2021",Armed conflicts and attacks,2021 drone strikes in Afghanistan
"September 17, 2021",Armed conflicts and attacks,Marine Corps
"September 17, 2021",Armed conflicts and attacks,Internal conflict in Myanmar
"September 17, 2021",Armed conflicts and attacks,Mytel
"September 17, 2021",Health and environment,COVID-19 pandemic
"September 17, 2021",Health and environment,COVID-19 pandemic in Asia
"September 17, 2021",Health and environment,COVID-19 pandemic in Singapore
"September 17, 2021",Health and environment,COVID-19 vaccination in Singapore
"September 17, 2021",Health and environment,Prime Minister
"September 17, 2021",Health and environment,Singapore
"September 17, 2021",Health and environment,COVID-19 pandemic in Cambodia
"September 17, 2021",Health and environment,Cambodia
"September 17, 2021",Health and environment,COVID-19 pandemic in India
"September 17, 2021",Health and environment,India
"September 17, 2021",Health and environment,COVID-19 pandemic in South Korea
"September 17, 2021",Health and environment,South Korea
"September 17, 2021",Health and environment,COVID-19 pandemic in Oceania
"September 17, 2021",Health and environment,COVID-19 pandemic in American Samoa
"September 17, 2021",Health and environment,American Samoa
"September 17, 2021",Health and environment,COVID-19 pandemic in Fiji
"September 17, 2021",Health and environment,Fiji
"September 17, 2021",Health and environment,COVID-19 pandemic in New Zealand
"September 17, 2021",Health and environment,New Zealand
"September 17, 2021",Health and environment,COVID-19 pandemic in Slovenia
"September 17, 2021",Health and environment,Slovenian
"September 17, 2021",Health and environment,COVID-19 pandemic in the United States
"September 17, 2021",Health and environment,Food and Drug Administration
"September 17, 2021",Health and environment,COVID-19 vaccine
"September 17, 2021",Health and environment,Moderna COVID-19 vaccine
"September 17, 2021",Health and environment,2021 Marburg virus disease outbreak in Guinea
"September 17, 2021",Health and environment,Guinea
"September 17, 2021",International relations,AUKUS
"September 17, 2021",International relations,Australian
"September 17, 2021",International relations,France
"September 17, 2021",International relations,Foreign relations of Iran
"September 17, 2021",International relations,Shanghai Cooperation Organization
"September 17, 2021",International relations,Libya–Tunisia relations
"September 17, 2021",International relations,Libya
"September 17, 2021",International relations,North Korea–United States relations
"September 17, 2021",International relations,North Korea
"September 17, 2021",International relations,Djibouti–Somalia relations
"September 17, 2021",International relations,Mohamed Abdullahi Mohamed
"September 17, 2021",International relations,Ukraine–United States relations
"September 17, 2021",International relations,Ukraine
"September 17, 2021",Politics and elections,2021 Argentine legislative election
"September 17, 2021",Politics and elections,Ank Bijleveld
"September 18, 2021",Armed conflicts and attacks,Afghanistan conflict
"September 18, 2021",Armed conflicts and attacks,bombings
"September 18, 2021",Armed conflicts and attacks,2021 Guinea coup d'état
"September 18, 2021",Armed conflicts and attacks,Guinea
"September 18, 2021",Armed conflicts and attacks,Operation Madago Raya
"September 18, 2021",Armed conflicts and attacks,Indonesian
"September 18, 2021",Armed conflicts and attacks,grenade
"September 18, 2021",Armed conflicts and attacks,ISIL
"September 18, 2021",Arts and culture,Notre-Dame de Paris fire
"September 18, 2021",Arts and culture,Notre-Dame de Paris
"September 18, 2021",Health and environment,COVID-19 pandemic
"September 18, 2021",Health and environment,COVID-19 pandemic in Asia
"September 18, 2021",Health and environment,COVID-19 pandemic in Singapore
"September 18, 2021",Health and environment,Impact of the COVID-19 pandemic on education
"September 18, 2021",Health and environment,Singaporean
"September 18, 2021",Health and environment,(CNA)
"September 18, 2021",Health and environment,COVID-19 pandemic in Vietnam
"September 18, 2021",Health and environment,Vietnam
"September 18, 2021",Health and environment,COVID-19 pandemic in Oceania
"September 18, 2021",Health and environment,COVID-19 pandemic in American Samoa
"September 18, 2021",Health and environment,American Samoa
"September 18, 2021",Health and environment,COVID-19 pandemic in Australia
"September 18, 2021",Health and environment,COVID-19 pandemic in Victoria
"September 18, 2021",Health and environment,Melbourne
"September 18, 2021",Health and environment,COVID-19 pandemic in Fiji
"September 18, 2021",Health and environment,Fiji
"September 18, 2021",Health and environment,COVID-19 pandemic in Finland
"September 18, 2021",Health and environment,Finland
